id,name,image_url
Q9_1,Joe Biden,https://Democracy-for-America.github.io/rcv/images/JoeBiden.jpg
Q9_2,Pete Buttigieg,https://Democracy-for-America.github.io/rcv/images/PeteButtigieg.jpg
Q9_3,Kamala Harris,https://Democracy-for-America.github.io/rcv/images/KamalaHarris.jpg
Q9_4,Bernie Sanders,https://Democracy-for-America.github.io/rcv/images/BernieSanders.jpg
Q9_5,Elizabeth Warren,https://Democracy-for-America.github.io/rcv/images/ElizabethWarren.jpg
